CL_NM,TRRSRT_NM,ADDR,TEL_NO,ENTRN_FLAG_NM,ENTRN_NMPR_CO,ENTRN_DE
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,57,20230214
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료장애인,63,20230215
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,40,20230216
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,35,20230217
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,43,20230218
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,72,20230219
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,68,20230221
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료유아,58,20230223
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료유아,34,20230224
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,91,20230225
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,647603567,무료경로,66,20230226
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,14,20230201
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,12,20230202
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,31,20230203
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,38,20230204
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,34,20230205
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,6,20230206
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,30,20230207
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,21,20230208
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료유아,21,20230209
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,24,20230210
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료장애인,37,20230211
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,15,20230212
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,10,20230213
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,21,20230214
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료장애인,10,20230215
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,7,20230216
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,20,20230217
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,37,20230218
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,5,20230219
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,23,20230220
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,24,20230221
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,17,20230222
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,8,20230223
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료유아,21,20230224
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,18,20230225
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,42,20230226
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,13,20230227
자연,산방산 암벽식물지대,제주 서귀포시 안덕면 사계리 산16,647942940,무료경로,11,20230228
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,24,20230201
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료장애인,23,20230202
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료유아,26,20230203
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,32,20230204
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,10,20230205
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,21,20230206
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,28,20230207
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,33,20230208
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,32,20230209
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료장애인,31,20230210
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,32,20230211
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료장애인,23,20230212
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료유아,20,20230213
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료유아,28,20230214
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,20,20230215
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,19,20230216
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,20,20230217
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,34,20230218
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,42,20230219
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,21,20230220
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료유아,29,20230221
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,23,20230222
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료유아,25,20230223
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,8,20230224
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,52,20230225
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료유아,29,20230226
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료유아,28,20230227
자연,서귀포 치유의 숲,제주 서귀포시 산록남로 2271,647603067,무료경로,26,20230228
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,238,20230201
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,273,20230202
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,112,20230203
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료유아,365,20230204
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,127,20230205
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,112,20230208
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,135,20230214
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,108,20230215
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,173,20230216
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,280,20230217
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,278,20230219
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,132,20230220
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,120,20230221
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,159,20230222
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,87,20230223
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,108,20230224
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,175,20230225
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,243,20230226
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,291,20230227
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,647606321,무료경로,251,20230228
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,158,20230201
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,139,20230202
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,133,20230203
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,122,20230204
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료장애인,150,20230205
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,185,20230206
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료장애인,178,20230207
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,210,20230208
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,160,20230209
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료장애인,210,20230210
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,195,20230211
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료장애인,46,20230212
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,180,20230213
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,207,20230214
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,230,20230215
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,177,20230216
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,208,20230217
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,647331530,무료경로,222,20230218
